PREMIUM(Rs),MODE,AGE,GENDER,M/ STATUS,DESIGNATION TYPE,TERM,PLAN TYPE,PAYMENT METHOD,AGENT EXPERIENCE
1185,M,39,M,MARRIED,HIGHER,25,INVESTMENT,STO,BELOW 5 YRS
2032,M,43,M,MARRIED,HIGHER,15,INVESTMENT,ONLINE,BELOW 5 YRS
28050,M,43,M,MARRIED,HIGHER,12,INVESTMENT,ONLINE,BELOW 5 YRS
2508878,M,46,M,WIDOW,MIDDLE,22,INVESTMENT,DIRECT PAY,BELOW 5 YRS
42053,M,46,M,SINGLE,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
1565,M,54,M,MARRIED,LOWER,15,INVESTMENT,STO,BELOW 5 YRS
1138,M,33,M,MARRIED,HIGHER,15,MEDICAL,STO,BELOW 5 YRS
1978,M,47,F,MARRIED,LABOUR,15,MEDICAL,ONLINE,BELOW 5 YRS
13826,Y,40,F,MARRIED,HIGHER,19,MEDICAL,DIRECT PAY,ABOVE 5 YRS
16510,Y,57,M,DIVORCED,HIGHER,16,MEDICAL,STO,ABOVE 5 YRS
1665,H,33,F,SINGLE,HIGHER,13,MEDICAL,STO,BELOW 5 YRS
2547,M,55,M,MARRIED,HIGHER,15,MEDICAL,STO,ABOVE 5 YRS
1678,M,39,F,SINGLE,HIGHER,18,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5000,M,43,M,MARRIED,MIDDLE,20,MEDICAL,STO,ABOVE 5 YRS
5000,M,43,M,MARRIED,MIDDLE,24,MEDICAL,DIRECT PAY,ABOVE 5 YRS
10000,M,46,M,SINGLE,MIDDLE,20,MEDICAL,STO,BELOW 5 YRS
1547,M,46,M,MARRIED,HIGHER,15,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5000,M,46,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5000,Y,49,M,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
10000,M,40,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
1200012,M,48,M,SINGLE,MIDDLE,20,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
3080,Q,44,M,MARRIED,MIDDLE,25,INVESTMENT,OTHER,BELOW 5 YRS
3147,M,35,M,SINGLE,MIDDLE,20,INVESTMENT,OTHER,ABOVE 5 YRS
1108,M,40,M,MARRIED,HIGHER,17,INVESTMENT,DIRECT PAY,BELOW 5 YRS
1182,M,34,M,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
1534,H,55,M,MARRIED,MIDDLE,16,INVESTMENT,STO,BELOW 5 YRS
2019,M,40,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
1876,M,29,M,MARRIED,MIDDLE,31,EDUCATION,ONLINE,BELOW 5 YRS
2874,M,45,F,MARRIED,HIGHER,20,EDUCATION,STO,ABOVE 5 YRS
1521,M,47,M,MARRIED,HIGHER,15,EDUCATION,STO,BELOW 5 YRS
2686,M,49,F,MARRIED,HIGHER,30,EDUCATION,STO,BELOW 5 YRS
1252,M,39,F,MARRIED,MIDDLE,30,EDUCATION,DIRECT PAY,ABOVE 5 YRS
9207,Q,34,M,MARRIED,MIDDLE,25,INVESTMENT,STO,BELOW 5 YRS
1000,M,40,M,MARRIED,MIDDLE,30,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
7527,M,46,M,MARRIED,LOWER,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
7896,M,46,M,MARRIED,HIGHER,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1851,M,50,M,MARRIED,MIDDLE,27,INVESTMENT,STO,BELOW 5 YRS
1007,H,50,F,MARRIED,MIDDLE,20,INVESTMENT,OTHER,BELOW 5 YRS
1098,Y,36,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1000,Y,46,F,WIDOW,MIDDLE,28,PROTECTION,DIRECT PAY,BELOW 5 YRS
2000,Y,63,M,SINGLE,MIDDLE,20,PROTECTION,STO,BELOW 5 YRS
3628,Q,42,M,MARRIED,LOWER,26,PROTECTION,DIRECT PAY,BELOW 5 YRS
2451,Q,53,M,MARRIED,HIGHER,15,PROTECTION,ONLINE,ABOVE 5 YRS
1425,M,54,M,MARRIED,MIDDLE,15,INVESTMENT,STO,BELOW 5 YRS
166389,M,37,M,MARRIED,MIDDLE,15,INVESTMENT,STO,BELOW 5 YRS
1006,M,37,F,MARRIED,LOWER,20,INVESTMENT,STO,BELOW 5 YRS
32874,M,39,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5000,M,46,M,MARRIED,MIDDLE,15,PROTECTION,STO,BELOW 5 YRS
5000,M,48,F,MARRIED,LABOUR,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
10000,M,52,M,MARRIED,LOWER,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
152888,M,41,M,MARRIED,HIGHER,15,PROTECTION,DIRECT PAY,BELOW 5 YRS
3080,M,62,F,DIVORCED,LOWER,20,INVESTMENT,STO,BELOW 5 YRS
3147,Y,46,M,SINGLE,LOWER,15,INVESTMENT,STO,ABOVE 5 YRS
110008,H,52,F,MARRIED,HIGHER,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1182,M,36,M,SINGLE,LOWER,28,INVESTMENT,STO,ABOVE 5 YRS
15477,M,34,F,MARRIED,HIGHER,20,INVESTMENT,ONLINE,BELOW 5 YRS
2019,M,55,M,MARRIED,LOWER,20,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
2312,H,61,F,SINGLE,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
2874,M,55,F,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
1521,M,54,M,MARRIED,MIDDLE,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
2686,M,39,F,MARRIED,LABOUR,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1252,M,59,M,MARRIED,MIDDLE,20,PROTECTION,STO,ABOVE 5 YRS
9207,M,58,F,SINGLE,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1000,M,40,M,MARRIED,MIDDLE,20,EDUCATION,STO,BELOW 5 YRS
7527,Q,39,M,SINGLE,LABOUR,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
7896,M,60,M,MARRIED,LABOUR,15,INVESTMENT,MATURITY TRANSFER,ABOVE 5 YRS
1851,M,62,F,MARRIED,LOWER,15,EDUCATION,MATURITY TRANSFER,BELOW 5 YRS
1007,M,32,F,MARRIED,LOWER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1098,Y,60,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1000,M,34,M,MARRIED,MIDDLE,15,INVESTMENT,STO,ABOVE 5 YRS
4567,M,57,F,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
3628,M,52,M,SINGLE,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
2451,H,56,M,SINGLE,HIGHER,20,EDUCATION,STO,BELOW 5 YRS
1425,M,60,M,SINGLE,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
166389,Y,62,M,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1006,M,47,M,SINGLE,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
32874,Y,52,F,SINGLE,LOWER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1068,Y,47,F,MARRIED,HIGHER,20,EDUCATION,STO,ABOVE 5 YRS
1042,Y,61,F,MARRIED,MIDDLE,25,PENSION,STO,BELOW 5 YRS
18050,Y,61,F,MARRIED,MIDDLE,30,INVESTMENT,CASH,BELOW 5 YRS
18050,Y,55,M,MARRIED,LOWER,15,INVESTMENT,CASH,BELOW 5 YRS
14090,Q,54,M,MARRIED,MIDDLE,25,INVESTMENT,CASH,BELOW 5 YRS
7387,M,39,M,MARRIED,MIDDLE,25,INVESTMENT,DIRECT PAY,BELOW 5 YRS
5197,M,59,M,MARRIED,LABOUR,20,INVESTMENT,STO,BELOW 5 YRS
28240,M,58,M,MARRIED,LOWER,20,PENSION,MATURITY TRANSFER,BELOW 5 YRS
500050,Y,40,M,MARRIED,MIDDLE,15,PROTECTION,CASH,ABOVE 5 YRS
12712,M,39,M,MARRIED,LOWER,25,PENSION,DIRECT PAY,BELOW 5 YRS
60796,Y,51,M,MARRIED,LOWER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
71125,Q,49,M,SINGLE,LABOUR,25,MEDICAL,STO,ABOVE 5 YRS
5769,M,32,M,SINGLE,LOWER,20,MEDICAL,DIRECT PAY,BELOW 5 YRS
187812,Y,60,F,SINGLE,LOWER,22,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
74661,Y,34,M,SINGLE,LOWER,20,PENSION,STO,ABOVE 5 YRS
92921,Y,57,F,SINGLE,MIDDLE,25,INVESTMENT,DIRECT PAY,BELOW 5 YRS
4684,M,52,M,SINGLE,MIDDLE,20,MEDICAL,DIRECT PAY,ABOVE 5 YRS
10048,M,56,M,SINGLE,MIDDLE,15,MEDICAL,STO,ABOVE 5 YRS
12713,M,60,M,SINGLE,LABOUR,15,INVESTMENT,OTHER,BELOW 5 YRS
21740,Q,62,M,SINGLE,MIDDLE,30,INVESTMENT,OTHER,ABOVE 5 YRS
5344,M,37,M,SINGLE,MIDDLE,30,INVESTMENT,OTHER,ABOVE 5 YRS
18770,Y,35,F,MARRIED,LOWER,18,MEDICAL,STO,ABOVE 5 YRS
5012,M,59,F,MARRIED,MIDDLE,30,INVESTMENT,STO,ABOVE 5 YRS
6659,M,39,F,MARRIED,LOWER,21,EDUCATION,DIRECT PAY,ABOVE 5 YRS
11379,Q,37,M,SINGLE,LABOUR,30,PENSION,DIRECT PAY,ABOVE 5 YRS
6771,M,29,F,SINGLE,MIDDLE,28,MEDICAL,ONLINE,ABOVE 5 YRS
128081,Y,37,M,MARRIED,MIDDLE,21,EDUCATION,STO,BELOW 5 YRS
100050,Y,44,M,DIVORCED,HIGHER,30,INVESTMENT,ONLINE,BELOW 5 YRS
5687,M,47,F,MARRIED,LOWER,28,PENSION,DIRECT PAY,BELOW 5 YRS
28790,Y,36,M,MARRIED,HIGHER,30,MEDICAL,CHEQUE,BELOW 5 YRS
15500,M,57,F,SINGLE,HIGHER,30,INVESTMENT,ONLINE,BELOW 5 YRS
75050,Y,37,M,MARRIED,HIGHER,29,INVESTMENT,ONLINE,ABOVE 5 YRS
30035,Q,42,F,MARRIED,HIGHER,30,INVESTMENT,STO,ABOVE 5 YRS
6076,M,37,M,MARRIED,MIDDLE,25,MEDICAL,ONLINE,BELOW 5 YRS
5841,M,34,M,MARRIED,HIGHER,30,MEDICAL,ONLINE,ABOVE 5 YRS
122463,Y,40,M,MARRIED,HIGHER,30,MEDICAL,ONLINE,BELOW 5 YRS
20027,M,47,M,MARRIED,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
36014,Q,42,M,SINGLE,MIDDLE,10,MEDICAL,ONLINE,ABOVE 5 YRS
6013,M,39,M,MARRIED,HIGHER,30,INVESTMENT,ONLINE,ABOVE 5 YRS
5000,M,37,M,MARRIED,MIDDLE,18,PROTECTION,STO,BELOW 5 YRS
10017,M,24,F,SINGLE,HIGHER,17,INVESTMENT,ONLINE,ABOVE 5 YRS
4127,M,46,F,MARRIED,HIGHER,17,MEDICAL,ONLINE,ABOVE 5 YRS
82046,H,48,M,MARRIED,MIDDLE,24,MEDICAL,STO,ABOVE 5 YRS
9493,M,30,F,MARRIED,HIGHER,30,INVESTMENT,STO,ABOVE 5 YRS
6405,M,32,M,SINGLE,MIDDLE,16,PROTECTION,DIRECT PAY,ABOVE 5 YRS
10632,M,48,F,MARRIED,MIDDLE,26,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
39595,Y,51,F,MARRIED,MIDDLE,17,MEDICAL,ONLINE,ABOVE 5 YRS
6958,M,31,M,MARRIED,HIGHER,30,MEDICAL,ONLINE,ABOVE 5 YRS
3067,M,27,M,SINGLE,HIGHER,30,MEDICAL,STO,BELOW 5 YRS
24204,Q,25,M,SINGLE,MIDDLE,20,MEDICAL,ONLINE,ABOVE 5 YRS
36970,H,35,M,MARRIED,MIDDLE,27,MEDICAL,ONLINE,ABOVE 5 YRS
38919,Y,31,M,SINGLE,MIDDLE,28,PENSION,STO,ABOVE 5 YRS
3845,M,27,F,SINGLE,HIGHER,22,MEDICAL,STO,BELOW 5 YRS
31517,H,49,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5012,M,30,M,SINGLE,MIDDLE,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
3410,M,45,F,MARRIED,LOWER,14,MEDICAL,ONLINE,BELOW 5 YRS
5012,M,26,M,SINGLE,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
5984,Q,38,M,MARRIED,MIDDLE,30,MEDICAL,STO,BELOW 5 YRS
2451,H,29,F,SINGLE,LOWER,15,MEDICAL,STO,BELOW 5 YRS
3530,Y,29,F,MARRIED,MIDDLE,30,PENSION,ONLINE,BELOW 5 YRS
10168,M,28,M,MARRIED,MIDDLE,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
10118,H,24,M,MARRIED,MIDDLE,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
3306,M,52,F,MARRIED,MIDDLE,17,MEDICAL,DIRECT PAY,ABOVE 5 YRS
4998,M,33,F,SINGLE,HIGHER,22,MEDICAL,ONLINE,ABOVE 5 YRS
2257,M,29,M,SINGLE,MIDDLE,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
6188,M,40,F,MARRIED,LOWER,30,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5012,M,53,M,SINGLE,MIDDLE,27,PENSION,STO,ABOVE 5 YRS
1307,M,47,M,SINGLE,HIGHER,16,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
28157,Q,57,F,MARRIED,HIGHER,30,PROTECTION,STO,BELOW 5 YRS
5572,Q,34,F,SINGLE,HIGHER,15,INVESTMENT,STO,ABOVE 5 YRS
111291,M,55,M,MARRIED,LABOUR,30,PROTECTION,STO,ABOVE 5 YRS
51727,M,36,M,SINGLE,HIGHER,30,INVESTMENT,ONLINE,ABOVE 5 YRS
8999,M,26,M,MARRIED,HIGHER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
3675,M,34,F,SINGLE,HIGHER,17,MEDICAL,DIRECT PAY,BELOW 5 YRS
2440,M,31,M,SINGLE,LOWER,22,MEDICAL,DIRECT PAY,ABOVE 5 YRS
4270,M,43,M,MARRIED,HIGHER,30,PENSION,ONLINE,ABOVE 5 YRS
1578,M,37,M,SINGLE,MIDDLE,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
2383,M,37,M,MARRIED,MIDDLE,27,EDUCATION,DIRECT PAY,BELOW 5 YRS
5984,Y,36,F,SINGLE,HIGHER,16,MEDICAL,STO,BELOW 5 YRS
2451,Y,44,F,SINGLE,MIDDLE,23,INVESTMENT,DIRECT PAY,BELOW 5 YRS
3530,M,33,M,MARRIED,MIDDLE,20,EDUCATION,STO,BELOW 5 YRS
10168,M,37,F,SINGLE,MIDDLE,20,MEDICAL,STO,BELOW 5 YRS
10118,Q,41,F,SINGLE,HIGHER,30,MEDICAL,STO,BELOW 5 YRS
3306,Y,34,M,MARRIED,MIDDLE,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
4998,M,28,F,SINGLE,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
2257,M,35,M,MARRIED,MIDDLE,20,INVESTMENT,ONLINE,ABOVE 5 YRS
6188,M,40,M,SINGLE,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
5012,M,33,M,MARRIED,LOWER,30,INVESTMENT,CHEQUE,BELOW 5 YRS
1307,H,61,M,SINGLE,HIGHER,20,INVESTMENT,STO,BELOW 5 YRS
28157,M,37,M,SINGLE,MIDDLE,25,INVESTMENT,STO,BELOW 5 YRS
5572,M,33,M,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
111291,M,39,M,SINGLE,MIDDLE,10,INVESTMENT,STO,BELOW 5 YRS
51727,M,34,M,MARRIED,HIGHER,30,INVESTMENT,STO,BELOW 5 YRS
8999,M,53,M,SINGLE,LOWER,15,PROTECTION,STO,ABOVE 5 YRS
3675,M,36,M,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2440,M,36,F,MARRIED,MIDDLE,30,PROTECTION,STO,ABOVE 5 YRS
4270,M,44,F,MARRIED,LOWER,20,INVESTMENT,ONLINE,ABOVE 5 YRS
1578,M,33,M,MARRIED,HIGHER,20,MEDICAL,ONLINE,ABOVE 5 YRS
2383,M,37,F,SINGLE,MIDDLE,17,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
3155,M,41,F,MARRIED,LOWER,20,PROTECTION,STO,ABOVE 5 YRS
3049,M,34,F,SINGLE,HIGHER,14,INVESTMENT,ONLINE,ABOVE 5 YRS
2644,M,28,M,MARRIED,LOWER,25,MEDICAL,ONLINE,ABOVE 5 YRS
1006,Y,35,F,SINGLE,HIGHER,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
3598,Y,40,M,MARRIED,MIDDLE,12,PROTECTION,DIRECT PAY,ABOVE 5 YRS
99050,Y,33,F,MARRIED,HIGHER,22,EDUCATION,STO,ABOVE 5 YRS
5064,M,61,M,MARRIED,HIGHER,20,INVESTMENT,ONLINE,ABOVE 5 YRS
5039,M,37,M,MARRIED,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5012,M,33,M,MARRIED,MIDDLE,15,INVESTMENT,STO,ABOVE 5 YRS
13826,H,39,M,MARRIED,MIDDLE,19,EDUCATION,STO,ABOVE 5 YRS
16510,H,34,M,SINGLE,LOWER,16,EDUCATION,STO,ABOVE 5 YRS
1665,M,53,M,MARRIED,LOWER,13,EDUCATION,STO,ABOVE 5 YRS
2547,M,36,M,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
1678,M,39,M,WIDOW,HIGHER,18,EDUCATION,STO,ABOVE 5 YRS
120188,H,44,M,MARRIED,HIGHER,20,PROTECTION,STO,BELOW 5 YRS
2147,M,39,M,MARRIED,LABOUR,24,INVESTMENT,DIRECT PAY,BELOW 5 YRS
77823,H,41,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
2570,M,48,M,MARRIED,HIGHER,15,EDUCATION,ONLINE,ABOVE 5 YRS
5302,M,54,M,SINGLE,LOWER,20,EDUCATION,ONLINE,BELOW 5 YRS
2478,M,33,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
708,M,47,M,SINGLE,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
2222,M,40,F,MARRIED,HIGHER,20,EDUCATION,STO,BELOW 5 YRS
8000,M,57,M,MARRIED,HIGHER,25,EDUCATION,STO,BELOW 5 YRS
1453,M,33,F,SINGLE,HIGHER,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1494,Y,55,F,MARRIED,HIGHER,17,INVESTMENT,ONLINE,BELOW 5 YRS
1334,M,39,M,MARRIED,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
15000,M,39,M,MARRIED,HIGHER,16,EDUCATION,STO,ABOVE 5 YRS
8345,Q,43,M,MARRIED,LABOUR,20,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5000,M,43,M,SINGLE,HIGHER,31,EDUCATION,DIRECT PAY,ABOVE 5 YRS
6110,M,46,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
10000,M,46,M,SINGLE,MIDDLE,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
30000,H,46,M,MARRIED,HIGHER,30,INVESTMENT,CHEQUE,ABOVE 5 YRS
40000,Y,49,F,MARRIED,LOWER,30,INVESTMENT,CHEQUE,ABOVE 5 YRS
40000,Y,40,F,MARRIED,MIDDLE,25,INVESTMENT,CHEQUE,ABOVE 5 YRS
13382,Y,48,M,SINGLE,MIDDLE,30,EDUCATION,CHEQUE,ABOVE 5 YRS
11964,Q,44,M,MARRIED,LABOUR,20,EDUCATION,CHEQUE,ABOVE 5 YRS
3598,Q,35,F,SINGLE,LABOUR,15,INVESTMENT,STO,ABOVE 5 YRS
5000,M,40,M,MARRIED,LABOUR,24,INVESTMENT,STO,ABOVE 5 YRS
5503,M,34,M,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
5000,M,55,F,MARRIED,HIGHER,27,INVESTMENT,ONLINE,ABOVE 5 YRS
5000,M,40,F,MARRIED,MIDDLE,34,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
10000,M,29,M,MARRIED,HIGHER,27,INVESTMENT,STO,ABOVE 5 YRS
1547,M,63,M,MARRIED,LOWER,20,INVESTMENT,STO,ABOVE 5 YRS
5000,M,47,M,MARRIED,MIDDLE,20,PROTECTION,STO,ABOVE 5 YRS
5000,M,49,F,MARRIED,MIDDLE,28,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
10000,M,39,F,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
50000,Y,34,F,MARRIED,MIDDLE,26,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
3080,H,40,M,MARRIED,HIGHER,15,EDUCATION,STO,ABOVE 5 YRS
3147,M,46,F,SINGLE,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1108,M,46,M,MARRIED,HIGHER,15,PENSION,DIRECT PAY,ABOVE 5 YRS
1182,M,50,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
1534,H,50,F,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
2019,M,36,M,SINGLE,HIGHER,15,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
1876,M,46,M,MARRIED,HIGHER,20,PROTECTION,STO,ABOVE 5 YRS
2874,M,63,F,SINGLE,MIDDLE,15,PROTECTION,DIRECT PAY,BELOW 5 YRS
1521,M,42,F,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
2686,M,53,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1252,M,54,M,MARRIED,LOWER,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
9207,Q,37,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1000,M,37,F,MARRIED,MIDDLE,28,INVESTMENT,STO,BELOW 5 YRS
7527,Q,39,F,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1069,M,46,F,MARRIED,LOWER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1851,Q,48,M,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1007,M,52,M,MARRIED,MIDDLE,20,INVESTMENT,ONLINE,ABOVE 5 YRS
1098,M,41,F,MARRIED,LABOUR,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
1000,M,62,M,MARRIED,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
2000,Q,46,M,MARRIED,MIDDLE,20,PENSION,STO,ABOVE 5 YRS
3628,Q,52,M,MARRIED,MIDDLE,20,PENSION,DIRECT PAY,ABOVE 5 YRS
2451,M,36,F,SINGLE,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
1425,M,34,M,MARRIED,LOWER,15,PROTECTION,STO,ABOVE 5 YRS
1689,M,55,M,SINGLE,LABOUR,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1006,M,61,M,MARRIED,HIGHER,15,INVESTMENT,STO,ABOVE 5 YRS
32874,Y,55,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1068,M,54,M,MARRIED,LOWER,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
1042,M,39,M,MARRIED,LABOUR,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2355,M,59,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
7852,M,58,M,MARRIED,LABOUR,15,PROTECTION,STO,BELOW 5 YRS
4521,M,40,M,SINGLE,MIDDLE,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
32874,M,39,M,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1068,M,51,F,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
1042,Q,56,M,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
5500,M,60,M,MARRIED,LOWER,20,PENSION,DIRECT PAY,ABOVE 5 YRS
52689,Q,62,M,MARRIED,MIDDLE,20,PENSION,STO,BELOW 5 YRS
12812,M,47,M,MARRIED,LOWER,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
18050,Q,52,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
3429,M,47,M,MARRIED,LOWER,15,EDUCATION,STO,ABOVE 5 YRS
18050,M,61,F,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
144646,M,61,M,MARRIED,HIGHER,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
25418,Q,55,F,MARRIED,HIGHER,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
18050,Q,54,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
18050,M,39,M,SINGLE,LABOUR,28,PROTECTION,STO,BELOW 5 YRS
14090,M,59,M,SINGLE,MIDDLE,20,PROTECTION,STO,BELOW 5 YRS
7387,M,58,M,SINGLE,LABOUR,20,EDUCATION,CASH,BELOW 5 YRS
5197,M,40,M,SINGLE,MIDDLE,20,PROTECTION,CASH,BELOW 5 YRS
28240,Y,39,F,SINGLE,LABOUR,20,INVESTMENT,CASH,BELOW 5 YRS
500050,M,51,F,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
12712,M,49,F,SINGLE,LABOUR,20,INVESTMENT,STO,BELOW 5 YRS
60796,M,32,M,MARRIED,LABOUR,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
71125,H,60,F,MARRIED,LABOUR,25,EDUCATION,CASH,BELOW 5 YRS
5769,M,34,M,MARRIED,LABOUR,30,EDUCATION,DIRECT PAY,BELOW 5 YRS
187812,Y,57,F,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
74661,M,52,M,MARRIED,MIDDLE,25,EDUCATION,STO,BELOW 5 YRS
92921,Y,56,M,MARRIED,MIDDLE,25,EDUCATION,DIRECT PAY,ABOVE 5 YRS
4684,Y,60,M,MARRIED,LOWER,20,PENSION,DIRECT PAY,ABOVE 5 YRS
10048,Y,62,M,MARRIED,MIDDLE,20,PENSION,STO,BELOW 5 YRS
12713,Y,47,F,MARRIED,LOWER,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
18050,Y,42,F,SINGLE,MIDDLE,25,PROTECTION,DIRECT PAY,ABOVE 5 YRS
14090,Q,37,M,SINGLE,MIDDLE,30,EDUCATION,STO,ABOVE 5 YRS
7387,M,21,M,SINGLE,MIDDLE,25,INVESTMENT,OTHER,ABOVE 5 YRS
5197,M,31,M,MARRIED,MIDDLE,18,INVESTMENT,OTHER,ABOVE 5 YRS
