PREMIUM(Rs),MODE,AGE,GENDER,M/ STATUS,DESIGNATION TYPE,TERM,PLAN TYPE,PAYMENT METHOD,AGENT EXPERIENCE
6503,M,61,M,MARRIED,HIGHER,20,INVESTMENT,ONLINE,ABOVE 5 YRS
6504,M,37,M,MARRIED,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
6505,M,33,M,MARRIED,MIDDLE,15,INVESTMENT,STO,ABOVE 5 YRS
6506,H,39,M,MARRIED,MIDDLE,19,EDUCATION,STO,ABOVE 5 YRS
6507,H,34,M,SINGLE,LOWER,16,EDUCATION,STO,ABOVE 5 YRS
6508,M,53,M,MARRIED,LOWER,13,EDUCATION,STO,ABOVE 5 YRS
6509,M,36,M,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
6510,M,39,M,WIDOW,HIGHER,18,EDUCATION,STO,ABOVE 5 YRS
6511,H,44,M,MARRIED,HIGHER,20,PROTECTION,STO,BELOW 5 YRS
2147,M,39,M,MARRIED,LABOUR,24,INVESTMENT,DIRECT PAY,BELOW 5 YRS
77823,H,41,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
2570,M,48,M,MARRIED,HIGHER,15,EDUCATION,ONLINE,ABOVE 5 YRS
5302,M,54,M,SINGLE,LOWER,20,EDUCATION,ONLINE,BELOW 5 YRS
2478,M,33,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
708,M,47,M,SINGLE,HIGHER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
2222,M,40,F,MARRIED,HIGHER,20,EDUCATION,STO,BELOW 5 YRS
8000,M,57,M,MARRIED,HIGHER,25,EDUCATION,STO,BELOW 5 YRS
1453,M,33,F,SINGLE,HIGHER,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
1494,Y,55,F,MARRIED,HIGHER,17,INVESTMENT,ONLINE,BELOW 5 YRS
1334,M,39,M,MARRIED,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
15000,M,39,M,MARRIED,HIGHER,16,EDUCATION,STO,ABOVE 5 YRS
8345,Q,43,M,MARRIED,LABOUR,20,MEDICAL,DIRECT PAY,ABOVE 5 YRS
6025,M,43,M,SINGLE,HIGHER,31,EDUCATION,DIRECT PAY,ABOVE 5 YRS
6026,M,46,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
6027,M,46,M,SINGLE,MIDDLE,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
6028,H,46,M,MARRIED,HIGHER,30,INVESTMENT,CHEQUE,ABOVE 5 YRS
6029,Y,49,F,MARRIED,LOWER,30,INVESTMENT,CHEQUE,ABOVE 5 YRS
6030,Y,40,F,MARRIED,MIDDLE,25,INVESTMENT,CHEQUE,ABOVE 5 YRS
6031,Y,48,M,SINGLE,MIDDLE,30,EDUCATION,CHEQUE,ABOVE 5 YRS
6032,Q,44,M,MARRIED,LABOUR,20,EDUCATION,CHEQUE,ABOVE 5 YRS
6033,Q,35,F,SINGLE,LABOUR,15,INVESTMENT,STO,ABOVE 5 YRS
5000,M,40,M,MARRIED,LABOUR,24,INVESTMENT,STO,ABOVE 5 YRS
5503,M,34,M,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
5000,M,55,F,MARRIED,HIGHER,27,INVESTMENT,ONLINE,ABOVE 5 YRS
5000,M,40,F,MARRIED,MIDDLE,34,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
10000,M,29,M,MARRIED,HIGHER,27,INVESTMENT,STO,ABOVE 5 YRS
1547,M,63,M,MARRIED,LOWER,20,INVESTMENT,STO,ABOVE 5 YRS
5000,M,47,M,MARRIED,MIDDLE,20,PROTECTION,STO,ABOVE 5 YRS
5000,M,49,F,MARRIED,MIDDLE,28,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
10000,M,39,F,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
50000,Y,34,F,MARRIED,MIDDLE,26,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
7085,H,40,M,MARRIED,HIGHER,15,EDUCATION,STO,ABOVE 5 YRS
7086,M,46,F,SINGLE,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
7087,M,46,M,MARRIED,HIGHER,15,PENSION,DIRECT PAY,ABOVE 5 YRS
7088,M,50,M,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
7089,H,50,F,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
7090,M,36,M,SINGLE,HIGHER,15,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
7091,M,46,M,MARRIED,HIGHER,20,PROTECTION,STO,ABOVE 5 YRS
7092,M,63,F,SINGLE,MIDDLE,15,PROTECTION,DIRECT PAY,BELOW 5 YRS
7093,M,42,F,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
7094,M,53,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
7095,M,54,M,MARRIED,LOWER,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
9207,Q,37,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1000,M,37,F,MARRIED,MIDDLE,28,INVESTMENT,STO,BELOW 5 YRS
7527,Q,39,F,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1069,M,46,F,MARRIED,LOWER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1851,Q,48,M,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
3001,M,52,M,MARRIED,MIDDLE,20,INVESTMENT,ONLINE,ABOVE 5 YRS
3002,M,41,F,MARRIED,LABOUR,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
3003,M,62,M,MARRIED,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
3004,Q,46,M,MARRIED,MIDDLE,20,PENSION,STO,ABOVE 5 YRS
3005,Q,52,M,MARRIED,MIDDLE,20,PENSION,DIRECT PAY,ABOVE 5 YRS
3006,M,36,F,SINGLE,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
3007,M,34,M,MARRIED,LOWER,15,PROTECTION,STO,ABOVE 5 YRS
3008,M,55,M,SINGLE,LABOUR,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
3009,M,61,M,MARRIED,HIGHER,15,INVESTMENT,STO,ABOVE 5 YRS
3010,Y,55,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1068,M,54,M,MARRIED,LOWER,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
1042,M,39,M,MARRIED,LABOUR,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
2355,M,59,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,BELOW 5 YRS
7852,M,58,M,MARRIED,LABOUR,15,PROTECTION,STO,BELOW 5 YRS
4521,M,40,M,SINGLE,MIDDLE,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
32874,M,39,M,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1068,M,51,F,MARRIED,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
1042,Q,56,M,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
5500,M,60,M,MARRIED,LOWER,20,PENSION,DIRECT PAY,ABOVE 5 YRS
52689,Q,62,M,MARRIED,MIDDLE,20,PENSION,STO,BELOW 5 YRS
12812,M,47,M,MARRIED,LOWER,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
18050,Q,52,M,MARRIED,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
3429,M,47,M,MARRIED,LOWER,15,EDUCATION,STO,ABOVE 5 YRS
18050,M,61,F,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
144646,M,61,M,MARRIED,HIGHER,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
25418,Q,55,F,MARRIED,HIGHER,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
18050,Q,54,M,MARRIED,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
18050,M,39,M,SINGLE,LABOUR,28,PROTECTION,STO,BELOW 5 YRS
14090,M,59,M,SINGLE,MIDDLE,20,PROTECTION,STO,BELOW 5 YRS
7387,M,58,M,SINGLE,LABOUR,20,EDUCATION,CASH,BELOW 5 YRS
5197,M,40,M,SINGLE,MIDDLE,20,PROTECTION,CASH,BELOW 5 YRS
28240,Y,39,F,SINGLE,LABOUR,20,INVESTMENT,CASH,BELOW 5 YRS
500050,M,51,F,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
12712,M,49,F,SINGLE,LABOUR,20,INVESTMENT,STO,BELOW 5 YRS
60796,M,32,M,MARRIED,LABOUR,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
71125,H,60,F,MARRIED,LABOUR,25,EDUCATION,CASH,BELOW 5 YRS
5769,M,34,M,MARRIED,LABOUR,30,EDUCATION,DIRECT PAY,BELOW 5 YRS
187812,Y,57,F,MARRIED,LABOUR,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
74661,M,52,M,MARRIED,MIDDLE,25,EDUCATION,STO,BELOW 5 YRS
92921,Y,56,M,MARRIED,MIDDLE,25,EDUCATION,DIRECT PAY,ABOVE 5 YRS
4684,Y,60,M,MARRIED,LOWER,20,PENSION,DIRECT PAY,ABOVE 5 YRS
10048,Y,62,M,MARRIED,MIDDLE,20,PENSION,STO,BELOW 5 YRS
12713,Y,47,F,MARRIED,LOWER,15,PROTECTION,DIRECT PAY,ABOVE 5 YRS
38050,Y,42,F,SINGLE,MIDDLE,25,PROTECTION,DIRECT PAY,ABOVE 5 YRS
38051,Q,37,M,SINGLE,MIDDLE,30,EDUCATION,STO,ABOVE 5 YRS
38052,M,21,M,SINGLE,MIDDLE,25,INVESTMENT,OTHER,ABOVE 5 YRS
38053,M,31,M,MARRIED,MIDDLE,18,INVESTMENT,OTHER,ABOVE 5 YRS
38054,M,41,M,DIVORCED,MIDDLE,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
38055,Y,54,M,MARRIED,MIDDLE,21,INVESTMENT,CHEQUE,BELOW 5 YRS
38056,M,32,M,MARRIED,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
38057,Y,34,M,SINGLE,LABOUR,28,MEDICAL,ONLINE,BELOW 5 YRS
38058,Q,40,M,MARRIED,LABOUR,30,MEDICAL,STO,BELOW 5 YRS
5769,M,35,M,MARRIED,LABOUR,30,INVESTMENT,ONLINE,BELOW 5 YRS
187812,Y,44,M,MARRIED,LABOUR,29,MEDICAL,ONLINE,BELOW 5 YRS
74661,Y,37,M,MARRIED,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
92921,Y,30,M,MARRIED,LABOUR,25,MEDICAL,ONLINE,BELOW 5 YRS
4684,M,27,M,MARRIED,LABOUR,30,MEDICAL,ONLINE,BELOW 5 YRS
10048,M,31,M,SINGLE,HIGHER,30,MEDICAL,ONLINE,BELOW 5 YRS
15784,M,39,M,MARRIED,HIGHER,30,MEDICAL,STO,BELOW 5 YRS
15785,Q,55,M,MARRIED,MIDDLE,10,PROTECTION,ONLINE,BELOW 5 YRS
15786,M,37,F,SINGLE,MIDDLE,30,MEDICAL,ONLINE,BELOW 5 YRS
15787,Y,35,M,MARRIED,MIDDLE,18,EDUCATION,STO,BELOW 5 YRS
15788,M,59,F,MARRIED,HIGHER,17,INVESTMENT,STO,BELOW 5 YRS
15789,M,41,M,MARRIED,HIGHER,17,EDUCATION,DIRECT PAY,BELOW 5 YRS
15790,Q,37,M,SINGLE,MIDDLE,24,PENSION,DIRECT PAY,BELOW 5 YRS
15791,M,35,F,MARRIED,MIDDLE,30,MEDICAL,ONLINE,BELOW 5 YRS
15792,Y,37,M,MARRIED,HIGHER,16,EDUCATION,ONLINE,BELOW 5 YRS
15793,Y,45,M,MARRIED,HIGHER,30,INVESTMENT,STO,BELOW 5 YRS
5687,M,47,F,MARRIED,HIGHER,15,PENSION,ONLINE,BELOW 5 YRS
28790,Y,36,M,SINGLE,HIGHER,30,MEDICAL,ONLINE,BELOW 5 YRS
15500,M,57,F,MARRIED,HIGHER,20,INVESTMENT,STO,BELOW 5 YRS
75050,Y,37,M,MARRIED,HIGHER,30,INVESTMENT,ONLINE,BELOW 5 YRS
30035,Q,42,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
6076,M,37,M,MARRIED,MIDDLE,20,MEDICAL,STO,BELOW 5 YRS
5344,M,34,M,MARRIED,MIDDLE,30,MEDICAL,STO,BELOW 5 YRS
18770,Y,37,M,MARRIED,HIGHER,30,MEDICAL,STO,ABOVE 5 YRS
5012,M,30,M,MARRIED,MIDDLE,10,INVESTMENT,STO,ABOVE 5 YRS
6659,Q,27,M,MARRIED,MIDDLE,30,MEDICAL,STO,ABOVE 5 YRS
11379,M,31,M,MARRIED,MIDDLE,18,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
6771,M,39,F,MARRIED,HIGHER,17,PROTECTION,DIRECT PAY,ABOVE 5 YRS
128081,M,55,M,SINGLE,HIGHER,17,INVESTMENT,ONLINE,ABOVE 5 YRS
100050,M,37,F,SINGLE,MIDDLE,24,MEDICAL,ONLINE,ABOVE 5 YRS
5687,H,35,M,MARRIED,MIDDLE,30,MEDICAL,ONLINE,ABOVE 5 YRS
26523,M,59,M,MARRIED,HIGHER,16,MEDICAL,STO,ABOVE 5 YRS
26524,M,41,F,MARRIED,MIDDLE,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
26525,M,37,M,MARRIED,HIGHER,15,MEDICAL,DIRECT PAY,ABOVE 5 YRS
26526,Y,35,M,SINGLE,HIGHER,30,PENSION,DIRECT PAY,ABOVE 5 YRS
26527,M,37,F,MARRIED,HIGHER,20,MEDICAL,STO,BELOW 5 YRS
26528,M,45,M,MARRIED,MIDDLE,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
26529,Q,47,F,MARRIED,MIDDLE,15,MEDICAL,STO,ABOVE 5 YRS
26530,H,36,M,MARRIED,MIDDLE,20,MEDICAL,STO,BELOW 5 YRS
26531,Y,57,F,MARRIED,MIDDLE,30,MEDICAL,STO,BELOW 5 YRS
6013,M,37,M,MARRIED,HIGHER,25,INVESTMENT,ONLINE,ABOVE 5 YRS
5000,H,42,M,MARRIED,HIGHER,30,PENSION,DIRECT PAY,BELOW 5 YRS
10017,M,37,M,MARRIED,HIGHER,30,INVESTMENT,DIRECT PAY,BELOW 5 YRS
4127,M,34,M,MARRIED,HIGHER,30,PROTECTION,DIRECT PAY,ABOVE 5 YRS
82046,M,40,M,MARRIED,HIGHER,30,INVESTMENT,ONLINE,BELOW 5 YRS
9493,M,47,M,SINGLE,HIGHER,30,PROTECTION,DIRECT PAY,BELOW 5 YRS
6405,M,42,M,SINGLE,HIGHER,30,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
10632,M,39,F,MARRIED,MIDDLE,30,MEDICAL,ONLINE,BELOW 5 YRS
39595,Q,37,F,SINGLE,HIGHER,30,MEDICAL,DIRECT PAY,BELOW 5 YRS
6958,Q,24,M,MARRIED,MIDDLE,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
3067,M,46,F,MARRIED,LOWER,17,PENSION,DIRECT PAY,ABOVE 5 YRS
24204,M,48,M,MARRIED,MIDDLE,22,MEDICAL,ONLINE,ABOVE 5 YRS
36970,M,30,F,MARRIED,HIGHER,30,EDUCATION,DIRECT PAY,BELOW 5 YRS
6188,M,32,M,SINGLE,HIGHER,15,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5012,M,27,M,SINGLE,LOWER,30,MEDICAL,DIRECT PAY,ABOVE 5 YRS
1307,M,25,F,MARRIED,LOWER,14,PENSION,DIRECT PAY,ABOVE 5 YRS
28157,M,35,F,SINGLE,LOWER,30,MEDICAL,STO,ABOVE 5 YRS
5572,M,31,M,SINGLE,LOWER,30,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
111291,Y,27,F,SINGLE,MIDDLE,15,MEDICAL,STO,BELOW 5 YRS
51727,Y,49,M,MARRIED,MIDDLE,30,MEDICAL,STO,ABOVE 5 YRS
8999,M,30,M,SINGLE,MIDDLE,30,MEDICAL,STO,ABOVE 5 YRS
3675,M,45,F,MARRIED,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
2440,M,26,F,MARRIED,HIGHER,17,PENSION,DIRECT PAY,ABOVE 5 YRS
4270,M,38,M,MARRIED,MIDDLE,22,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1578,M,29,M,DIVORCED,MIDDLE,30,PROTECTION,DIRECT PAY,ABOVE 5 YRS
2383,M,29,M,WIDOW,MIDDLE,30,INVESTMENT,ONLINE,ABOVE 5 YRS
3155,M,28,F,SINGLE,HIGHER,27,PROTECTION,DIRECT PAY,ABOVE 5 YRS
3049,M,24,M,MARRIED,MIDDLE,16,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
2644,M,52,M,SINGLE,HIGHER,23,MEDICAL,STO,ABOVE 5 YRS
1006,M,33,F,SINGLE,MIDDLE,20,MEDICAL,DIRECT PAY,ABOVE 5 YRS
3598,Q,29,M,MARRIED,LOWER,20,MEDICAL,STO,ABOVE 5 YRS
99050,Y,40,F,SINGLE,MIDDLE,30,PENSION,STO,ABOVE 5 YRS
5064,M,53,M,SINGLE,HIGHER,30,MEDICAL,STO,ABOVE 5 YRS
5039,M,47,M,SINGLE,HIGHER,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
5012,M,57,M,SINGLE,HIGHER,20,MEDICAL,STO,ABOVE 5 YRS
2504,M,34,F,SINGLE,HIGHER,20,INVESTMENT,ONLINE,ABOVE 5 YRS
52032,H,55,M,SINGLE,HIGHER,30,EDUCATION,STO,ABOVE 5 YRS
3008,M,36,F,SINGLE,HIGHER,20,MEDICAL,DIRECT PAY,ABOVE 5 YRS
1971,M,26,M,SINGLE,HIGHER,25,MEDICAL,STO,BELOW 5 YRS
5218,M,34,M,SINGLE,LOWER,15,MEDICAL,STO,BELOW 5 YRS
2345,M,31,F,SINGLE,MIDDLE,10,MEDICAL,DIRECT PAY,BELOW 5 YRS
5467,M,43,M,SINGLE,LOWER,30,MEDICAL,STO,BELOW 5 YRS
1232,M,37,M,MARRIED,LOWER,15,PROTECTION,STO,BELOW 5 YRS
2707,M,37,F,MARRIED,LOWER,15,MEDICAL,STO,BELOW 5 YRS
4195,M,36,M,MARRIED,LOWER,30,MEDICAL,STO,BELOW 5 YRS
5103,Q,41,M,SINGLE,MIDDLE,15,EDUCATION,STO,BELOW 5 YRS
1599,Y,34,M,SINGLE,MIDDLE,15,INVESTMENT,STO,BELOW 5 YRS
2032,M,28,M,SINGLE,LOWER,30,INVESTMENT,STO,BELOW 5 YRS
1185,M,35,M,SINGLE,HIGHER,30,PROTECTION,STO,ABOVE 5 YRS
2032,M,40,M,SINGLE,MIDDLE,30,EDUCATION,STO,ABOVE 5 YRS
38564,M,33,M,SINGLE,LOWER,25,PROTECTION,STO,BELOW 5 YRS
38565,H,61,M,SINGLE,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
38566,M,37,M,SINGLE,LOWER,20,MEDICAL,STO,ABOVE 5 YRS
38567,M,33,M,SINGLE,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
38568,M,39,M,MARRIED,MIDDLE,17,EDUCATION,STO,BELOW 5 YRS
38569,M,34,F,MARRIED,HIGHER,20,INVESTMENT,STO,ABOVE 5 YRS
13826,M,53,F,MARRIED,HIGHER,29,EDUCATION,STO,ABOVE 5 YRS
16510,M,36,M,MARRIED,HIGHER,22,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1665,M,39,F,MARRIED,MIDDLE,30,INVESTMENT,STO,ABOVE 5 YRS
2547,M,44,F,MARRIED,MIDDLE,20,EDUCATION,ONLINE,ABOVE 5 YRS
1678,M,39,F,MARRIED,LOWER,20,INVESTMENT,ONLINE,ABOVE 5 YRS
120188,M,41,M,MARRIED,LOWER,17,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
2147,M,48,F,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
77823,M,54,M,MARRIED,HIGHER,14,EDUCATION,STO,ABOVE 5 YRS
2570,M,33,F,MARRIED,HIGHER,25,MEDICAL,STO,ABOVE 5 YRS
7305,Y,47,M,MARRIED,LOWER,15,MEDICAL,DIRECT PAY,BELOW 5 YRS
7306,Y,40,M,MARRIED,HIGHER,12,MEDICAL,ONLINE,ABOVE 5 YRS
7307,Y,57,M,MARRIED,HIGHER,22,MEDICAL,STO,BELOW 5 YRS
7308,M,33,M,MARRIED,HIGHER,20,MEDICAL,DIRECT PAY,BELOW 5 YRS
7309,M,55,M,MARRIED,HIGHER,15,MEDICAL,STO,ABOVE 5 YRS
7310,M,39,M,MARRIED,HIGHER,15,MEDICAL,STO,ABOVE 5 YRS
7311,H,43,M,MARRIED,HIGHER,19,MEDICAL,CHEQUE,BELOW 5 YRS
1334,H,43,M,MARRIED,HIGHER,16,MEDICAL,DIRECT PAY,ABOVE 5 YRS
15000,M,46,M,WIDOW,HIGHER,13,MEDICAL,CHEQUE,BELOW 5 YRS
8345,M,46,M,SINGLE,LABOUR,15,MEDICAL,CHEQUE,BELOW 5 YRS
5000,M,46,M,MARRIED,HIGHER,20,MEDICAL,CHEQUE,BELOW 5 YRS
6110,M,46,M,MARRIED,HIGHER,15,MEDICAL,CHEQUE,BELOW 5 YRS
1678,M,49,M,MARRIED,HIGHER,15,MEDICAL,STO,BELOW 5 YRS
158456,H,40,M,MARRIED,LABOUR,19,MEDICAL,STO,BELOW 5 YRS
158457,Y,48,M,MARRIED,HIGHER,16,MEDICAL,STO,ABOVE 5 YRS
158458,Y,44,M,MARRIED,HIGHER,13,MEDICAL,ONLINE,BELOW 5 YRS
158459,Y,35,M,MARRIED,HIGHER,15,MEDICAL,DIRECT PAY,BELOW 5 YRS
158460,Q,40,M,MARRIED,HIGHER,18,MEDICAL,STO,BELOW 5 YRS
2478,Q,34,M,WIDOW,HIGHER,20,MEDICAL,STO,BELOW 5 YRS
708,M,55,M,SINGLE,MIDDLE,24,INVESTMENT,STO,ABOVE 5 YRS
2222,M,40,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
8000,M,29,M,MARRIED,LABOUR,15,INVESTMENT,STO,BELOW 5 YRS
1453,M,63,F,MARRIED,LABOUR,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
1494,M,47,M,MARRIED,LABOUR,20,INVESTMENT,STO,BELOW 5 YRS
1334,M,49,F,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
15000,M,39,F,MARRIED,HIGHER,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
8345,M,34,M,MARRIED,MIDDLE,25,INVESTMENT,STO,BELOW 5 YRS
5000,M,40,M,MARRIED,MIDDLE,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
6110,Y,46,M,MARRIED,MIDDLE,17,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
14000,H,46,M,MARRIED,MIDDLE,15,EDUCATION,OTHER,ABOVE 5 YRS
14001,M,50,M,DIVORCED,MIDDLE,16,EDUCATION,OTHER,ABOVE 5 YRS
14002,M,50,M,SINGLE,MIDDLE,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
14003,M,36,M,MARRIED,MIDDLE,31,EDUCATION,DIRECT PAY,BELOW 5 YRS
14004,H,46,F,SINGLE,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
14005,M,63,F,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
14006,M,42,M,MARRIED,HIGHER,30,EDUCATION,ONLINE,ABOVE 5 YRS
14007,M,53,M,SINGLE,HIGHER,30,EDUCATION,STO,ABOVE 5 YRS
1521,M,54,F,MARRIED,MIDDLE,25,EDUCATION,STO,ABOVE 5 YRS
2686,M,37,M,MARRIED,MIDDLE,30,INVESTMENT,STO,ABOVE 5 YRS
40000,M,59,M,MARRIED,MIDDLE,20,MEDICAL,DIRECT PAY,BELOW 5 YRS
13382,Q,58,M,MARRIED,LOWER,26,MEDICAL,STO,BELOW 5 YRS
11964,M,40,M,MARRIED,MIDDLE,15,MEDICAL,DIRECT PAY,BELOW 5 YRS
3598,Q,39,M,MARRIED,MIDDLE,15,MEDICAL,DIRECT PAY,ABOVE 5 YRS
5000,M,51,M,MARRIED,HIGHER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
5503,Q,49,M,MARRIED,HIGHER,20,INVESTMENT,STO,BELOW 5 YRS
5000,M,32,M,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
5000,M,60,F,MARRIED,MIDDLE,15,INVESTMENT,DIRECT PAY,BELOW 5 YRS
10000,M,34,M,MARRIED,MIDDLE,20,EDUCATION,STO,ABOVE 5 YRS
1547,Q,57,F,MARRIED,LOWER,15,EDUCATION,ONLINE,ABOVE 5 YRS
5000,Q,52,M,MARRIED,HIGHER,15,PENSION,MATURITY TRANSFER,BELOW 5 YRS
5000,M,56,M,MARRIED,MIDDLE,20,INVESTMENT,STO,ABOVE 5 YRS
10000,M,60,M,MARRIED,MIDDLE,15,INVESTMENT,STO,BELOW 5 YRS
50000,M,62,M,MARRIED,LOWER,20,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
3080,M,59,M,MARRIED,MIDDLE,28,PROTECTION,DIRECT PAY,ABOVE 5 YRS
3147,Y,58,F,MARRIED,MIDDLE,20,PROTECTION,STO,ABOVE 5 YRS
1108,M,40,F,MARRIED,LABOUR,20,EDUCATION,DIRECT PAY,ABOVE 5 YRS
1182,M,39,F,MARRIED,LOWER,20,PROTECTION,STO,ABOVE 5 YRS
1534,M,51,F,MARRIED,LOWER,20,INVESTMENT,DIRECT PAY,BELOW 5 YRS
2019,M,49,M,MARRIED,LOWER,20,EDUCATION,MATURITY TRANSFER,ABOVE 5 YRS
1876,M,32,M,MARRIED,LOWER,20,INVESTMENT,MATURITY TRANSFER,BELOW 5 YRS
2874,M,60,M,MARRIED,LOWER,20,EDUCATION,MATURITY TRANSFER,BELOW 5 YRS
1521,M,34,M,MARRIED,LOWER,20,EDUCATION,STO,ABOVE 5 YRS
2686,Q,57,M,MARRIED,LOWER,20,EDUCATION,DIRECT PAY,BELOW 5 YRS
1252,M,52,M,SINGLE,LOWER,15,INVESTMENT,DIRECT PAY,ABOVE 5 YRS
9207,Q,56,M,SINGLE,MIDDLE,15,EDUCATION,STO,ABOVE 5 YRS
1000,M,60,M,SINGLE,MIDDLE,15,EDUCATION,DIRECT PAY,BELOW 5 YRS
7527,Q,62,M,SINGLE,MIDDLE,20,PENSION,DIRECT PAY,ABOVE 5 YRS
1069,M,47,M,SINGLE,MIDDLE,20,PENSION,STO,BELOW 5 YRS
1851,M,52,F,SINGLE,MIDDLE,15,PROTECTION,DIRECT PAY,BELOW 5 YRS
3210,M,47,F,SINGLE,MIDDLE,20,PROTECTION,DIRECT PAY,ABOVE 5 YRS
2000,Q,61,M,MARRIED,MIDDLE,15,EDUCATION,DIRECT PAY,ABOVE 5 YRS
3628,M,61,M,MARRIED,LOWER,15,PENSION,DIRECT PAY,ABOVE 5 YRS
2451,Q,55,M,MARRIED,LABOUR,30,PROTECTION,DIRECT PAY,ABOVE 5 YRS
